,TrainA,TrainB,TrainC,TrainHC,Crews,Crew Wages,Demurrage Fees,Total Cost
3075,19,12,14,-1,2,171000,0,171000
3076,5,9,11,-1,2,276000,30000,306000
3077,11,10,8,12,2,348000,135000,483000
3078,20,18,9,-1,2,243000,0,243000
3079,8,19,9,-1,2,255000,15000,270000
3080,8,10,11,-1,2,249000,15000,264000
3081,18,19,17,-1,2,162000,30000,192000
3082,20,16,15,-1,2,237000,15000,252000
3083,18,17,9,-1,2,264000,15000,279000
3084,11,9,17,13,2,372000,260000,632000
3085,5,15,18,-1,2,264000,15000,279000
3086,15,20,12,-1,2,225000,0,225000
3087,18,6,14,-1,1,216000,0,216000
3088,9,6,20,-1,2,252000,0,252000
3089,14,8,20,-1,1,216000,0,216000
3090,8,6,10,-1,2,288000,15000,303000
3091,17,14,18,13,2,309000,60000,369000
3092,13,7,16,-1,2,264000,15000,279000
3093,18,7,11,-1,1,216000,0,216000
3094,7,15,20,-1,1,216000,0,216000
3095,18,19,13,-1,2,219000,15000,234000
3096,18,14,15,-1,2,252000,15000,267000
3097,18,5,14,-1,1,216000,0,216000
3098,11,12,8,13,2,372000,375000,747000
3099,6,17,9,-1,1,216000,0,216000
3100,7,18,17,-1,2,228000,15000,243000
3101,7,17,5,-1,2,252000,0,252000
3102,8,11,14,-1,2,207000,0,207000
3103,15,6,17,-1,2,243000,0,243000
3104,10,15,12,-1,2,198000,0,198000
3105,5,8,18,12,2,384000,180000,564000
3106,6,12,18,-1,1,216000,0,216000
3107,14,19,13,-1,2,237000,15000,252000
3108,17,20,5,-1,2,252000,0,252000
3109,7,11,12,-1,2,276000,30000,306000
3110,20,5,10,-1,1,207000,0,207000
3111,7,9,15,-1,2,234000,0,234000
3112,13,19,16,11,2,348000,30000,378000
3113,8,12,6,-1,2,288000,15000,303000
3114,16,11,5,-1,1,198000,0,198000
3115,14,18,10,-1,1,171000,0,171000
3116,18,13,19,-1,2,237000,15000,252000
3117,10,17,9,-1,2,264000,15000,279000
3118,16,15,12,-1,2,231000,15000,246000
3119,11,17,6,13,2,348000,315000,663000
3120,13,8,12,-1,2,264000,15000,279000
3121,13,10,10,-1,2,180000,0,180000
3122,7,18,16,-1,2,180000,0,180000
3123,10,15,13,-1,2,231000,0,231000
3124,12,7,19,-1,1,207000,0,207000
3125,15,13,19,-1,2,198000,0,198000
3126,7,15,10,13,2,384000,305000,689000
3127,12,16,18,-1,2,225000,0,225000
3128,7,14,6,-1,2,255000,15000,270000
3129,10,19,7,-1,2,216000,0,216000
3130,15,17,12,-1,2,213000,0,213000
3131,5,14,7,-1,2,252000,0,252000
3132,15,13,10,-1,2,231000,0,231000
3133,18,16,16,11,2,300000,0,300000
3134,8,17,7,-1,2,264000,15000,279000
3135,5,17,18,-1,2,219000,15000,234000
3136,17,20,15,-1,2,171000,0,171000
3137,19,6,17,-1,2,252000,0,252000
3138,7,17,14,-1,2,252000,0,252000
3139,11,5,20,-1,1,216000,0,216000
3140,5,12,7,11,2,384000,280000,664000
3141,19,6,14,-1,1,216000,0,216000
3142,14,19,20,-1,2,219000,15000,234000
3143,12,19,8,-1,1,216000,0,216000
3144,19,6,5,-1,2,276000,30000,306000
3145,12,18,16,-1,2,207000,0,207000
3146,18,5,6,-1,2,264000,15000,279000
3147,15,14,18,13,2,348000,105000,453000
3148,15,8,16,-1,2,264000,15000,279000
3149,19,16,10,-1,2,234000,0,234000
3150,16,10,18,-1,2,234000,0,234000
3151,9,16,19,-1,2,234000,0,234000
3152,11,17,20,-1,2,216000,0,216000
3153,9,14,15,-1,2,264000,15000,279000
3154,9,10,8,13,2,372000,245000,617000
3155,12,9,6,-1,2,300000,30000,330000
3156,14,7,9,-1,2,225000,0,225000
3157,15,8,19,-1,1,180000,0,180000
3158,19,17,6,-1,2,243000,0,243000
3159,13,16,18,-1,2,213000,0,213000
3160,11,5,16,-1,2,252000,15000,267000
3161,16,14,17,11,2,360000,45000,405000
3162,11,16,15,-1,2,255000,15000,270000
3163,20,17,7,-1,2,243000,0,243000
3164,10,9,8,-1,2,279000,30000,309000
3165,6,5,8,-1,2,270000,30000,300000
3166,18,19,7,-1,2,174000,15000,189000
3167,15,18,13,-1,2,198000,0,198000
3168,19,14,20,12,2,348000,90000,438000
3169,5,6,10,-1,2,300000,30000,330000
3170,16,17,15,-1,2,162000,30000,192000
3171,18,6,10,-1,1,216000,0,216000
3172,15,6,11,-1,2,264000,30000,294000
3173,8,19,17,-1,2,225000,0,225000
3174,18,9,13,-1,1,189000,0,189000
3175,8,13,12,11,2,372000,240000,612000
3176,10,20,13,-1,1,207000,0,207000
3177,11,5,15,-1,1,216000,0,216000
3178,9,15,18,-1,2,225000,0,225000
3179,15,10,16,-1,2,237000,15000,252000
3180,15,15,17,-1,2,180000,0,180000
3181,20,19,14,-1,2,174000,15000,189000
3182,11,5,9,11,2,348000,295000,643000
3183,17,11,13,-1,2,225000,0,225000
3184,15,10,6,-1,2,252000,15000,267000
3185,18,7,13,-1,1,198000,0,198000
3186,8,5,17,-1,2,252000,0,252000
3187,7,19,9,-1,2,234000,0,234000
3188,19,13,20,-1,2,183000,15000,198000
3189,5,13,14,13,2,324000,175000,499000
3190,18,20,12,-1,2,225000,0,225000
3191,6,10,19,-1,1,216000,0,216000
3192,10,8,19,-1,2,252000,0,252000
3193,12,9,15,-1,2,225000,0,225000
3194,5,10,13,-1,2,264000,15000,279000
3195,8,7,17,-1,2,237000,15000,252000
3196,18,16,7,11,2,324000,30000,354000
3197,18,8,14,-1,2,252000,15000,267000
3198,20,7,10,-1,2,252000,0,252000
3199,16,13,19,-1,2,189000,0,189000
3200,14,6,13,-1,2,276000,30000,306000
3201,17,10,9,-1,2,246000,15000,261000
3202,8,13,19,-1,1,198000,0,198000
3203,14,19,9,11,2,372000,120000,492000
3204,20,18,5,-1,2,252000,0,252000
3205,8,6,20,-1,2,252000,0,252000
3206,9,15,12,-1,2,216000,0,216000
3207,19,15,20,-1,2,192000,15000,207000
3208,16,13,18,-1,2,267000,0,267000
3209,9,14,6,-1,2,288000,15000,303000
3210,7,15,16,13,2,336000,60000,396000
3211,11,18,17,-1,2,255000,15000,270000
3212,15,11,19,-1,1,189000,0,189000
3213,9,12,20,-1,2,252000,0,252000
3214,15,7,17,-1,2,252000,0,252000
3215,12,15,17,-1,2,222000,0,222000
3216,16,8,12,-1,1,216000,0,216000
3217,8,5,18,12,2,384000,180000,564000
3218,6,16,12,-1,2,264000,30000,294000
3219,5,6,11,-1,2,300000,30000,330000
3220,9,20,19,-1,2,174000,15000,189000
3221,17,20,16,-1,2,216000,15000,231000
3222,7,11,13,-1,2,276000,30000,306000
3223,10,6,8,-1,2,276000,0,276000
3224,5,16,6,12,2,348000,30000,378000
3225,10,8,5,-1,2,288000,15000,303000
3226,6,16,9,-1,2,216000,0,216000
3227,8,7,20,-1,2,237000,15000,252000
3228,19,13,9,-1,1,171000,0,171000
3229,17,15,13,-1,2,240000,0,240000
3230,18,9,14,-1,1,207000,0,207000
3231,13,11,20,13,2,276000,45000,321000
3232,16,20,14,-1,2,234000,0,234000
3233,12,15,6,-1,2,276000,30000,306000
3234,9,12,6,-1,2,288000,15000,303000
3235,10,5,8,-1,2,249000,0,249000
3236,18,11,15,-1,2,162000,0,162000
3237,6,11,15,-1,2,252000,15000,267000
3238,13,19,7,11,2,360000,75000,435000
3239,6,11,14,-1,2,276000,30000,306000
3240,6,11,5,-1,2,264000,15000,279000
3241,8,18,12,-1,1,171000,0,171000
3242,8,18,20,-1,2,234000,0,234000
3243,13,7,16,-1,2,252000,0,252000
3244,14,20,12,-1,2,189000,0,189000
3245,17,12,8,11,2,372000,225000,597000
3246,20,18,5,-1,2,207000,0,207000
3247,19,8,6,-1,2,252000,0,252000
3248,11,16,5,-1,1,207000,0,207000
3249,9,10,11,-1,2,252000,30000,282000
3250,12,7,10,-1,2,249000,0,249000
3251,5,13,15,-1,2,234000,0,234000
3252,9,19,18,11,2,324000,60000,384000
3253,5,11,10,-1,2,288000,45000,333000
3254,14,17,10,-1,2,207000,0,207000
3255,15,9,5,-1,2,252000,15000,267000
3256,12,5,7,-1,2,252000,0,252000
3257,11,5,18,-1,1,189000,0,189000
3258,9,10,13,-1,2,252000,15000,267000
3259,13,12,13,12,2,288000,30000,318000
3260,13,7,19,-1,1,153000,0,153000
3261,9,20,6,-1,2,243000,0,243000
3262,16,12,14,-1,2,204000,0,204000
3263,5,18,16,-1,2,243000,0,243000
3264,12,16,15,-1,2,213000,15000,228000
3265,6,8,13,-1,2,252000,0,252000
3266,5,19,8,11,2,360000,165000,525000
3267,5,14,8,-1,2,300000,30000,330000
3268,8,16,14,-1,2,216000,0,216000
3269,15,12,11,-1,2,234000,15000,249000
3270,5,12,10,-1,2,252000,0,252000
3271,15,8,6,-1,2,225000,0,225000
3272,16,6,12,-1,1,189000,0,189000
3273,15,14,13,12,2,348000,105000,453000
3274,20,10,11,-1,2,264000,15000,279000
3275,16,14,5,-1,2,252000,0,252000
3276,15,11,5,-1,1,216000,0,216000
3277,11,19,15,-1,1,162000,0,162000
3278,10,14,16,-1,2,264000,15000,279000
3279,9,7,19,-1,2,252000,0,252000
3280,7,13,12,11,2,348000,120000,468000
3281,9,16,11,-1,2,252000,0,252000
3282,5,16,19,-1,2,234000,0,234000
3283,7,20,10,-1,2,243000,0,243000
3284,16,15,18,-1,2,198000,30000,228000
3285,18,8,15,-1,2,252000,0,252000
3286,12,17,11,-1,2,237000,15000,252000
3287,11,18,9,13,2,372000,260000,632000
3288,8,14,11,-1,2,300000,30000,330000
3289,7,11,18,-1,1,198000,0,198000
3290,13,18,10,-1,2,225000,0,225000
3291,10,20,8,-1,2,252000,0,252000
3292,9,16,10,-1,2,228000,15000,243000
3293,15,17,11,-1,2,207000,0,207000
3294,7,11,6,12,2,396000,300000,696000
3295,11,19,16,-1,2,243000,0,243000
3296,20,12,14,-1,2,225000,0,225000
3297,16,14,6,-1,2,252000,0,252000
3298,18,10,16,-1,2,216000,0,216000
3299,16,7,9,-1,2,252000,0,252000
3300,14,9,8,-1,2,228000,15000,243000
3301,6,10,14,11,2,360000,165000,525000
3302,15,7,20,-1,1,216000,0,216000
3303,16,9,13,-1,2,264000,15000,279000
3304,16,8,5,-1,2,252000,0,252000
3305,9,17,13,-1,1,180000,0,180000
3306,16,18,9,-1,2,252000,0,252000
3307,9,16,13,-1,2,225000,0,225000
3308,17,18,13,12,2,360000,75000,435000
3309,15,6,8,-1,2,264000,15000,279000
3310,19,12,7,-1,1,216000,0,216000
3311,8,19,17,-1,2,234000,0,234000
3312,10,14,13,-1,2,240000,15000,255000
3313,10,15,11,-1,2,228000,15000,243000
3314,19,10,9,-1,2,246000,15000,261000
3315,15,14,11,13,2,348000,135000,483000
3316,7,18,14,-1,2,252000,15000,267000
3317,6,8,9,-1,2,288000,30000,318000
3318,8,19,18,-1,2,192000,15000,207000
3319,19,17,18,-1,2,198000,30000,228000
3320,12,17,18,-1,2,264000,15000,279000
3321,6,20,16,-1,1,216000,0,216000
3322,9,20,8,11,2,396000,260000,656000
3323,6,5,8,-1,2,324000,105000,429000
3324,7,17,16,-1,2,219000,15000,234000
3325,16,7,17,-1,2,237000,15000,252000
3326,14,8,19,-1,1,189000,0,189000
3327,12,12,10,-1,2,225000,0,225000
3328,6,7,8,-1,2,234000,30000,264000
3329,8,9,20,13,2,312000,15000,327000
3330,13,10,16,-1,2,252000,0,252000
3331,9,6,18,-1,2,252000,0,252000
3332,10,13,17,-1,2,216000,0,216000
3333,10,6,10,-1,1,216000,0,216000
3334,16,20,14,-1,2,126000,0,126000
3335,19,5,16,-1,2,252000,0,252000
3336,19,18,12,13,2,348000,135000,483000
3337,7,20,16,-1,1,207000,0,207000
3338,17,15,6,-1,2,252000,0,252000
3339,11,6,20,-1,1,207000,0,207000
3340,9,18,6,-1,2,252000,0,252000
3341,8,20,6,-1,2,225000,0,225000
3342,16,11,14,-1,2,213000,0,213000
3343,20,17,14,13,2,348000,60000,408000
3344,12,9,18,-1,2,252000,0,252000
3345,7,9,15,-1,2,252000,0,252000
3346,9,15,11,-1,2,234000,0,234000
3347,10,7,11,-1,2,267000,15000,282000
3348,10,18,16,-1,2,189000,0,189000
3349,16,13,10,-1,2,225000,0,225000
3350,5,16,10,11,2,372000,315000,687000
3351,5,15,7,-1,2,276000,30000,306000
3352,19,7,11,-1,1,216000,0,216000
3353,14,15,7,-1,2,264000,15000,279000
3354,18,9,20,-1,2,198000,0,198000
3355,9,13,17,-1,1,198000,0,198000
3356,13,19,20,-1,2,228000,15000,243000
3357,6,10,7,13,2,408000,315000,723000
3358,6,11,20,-1,1,216000,0,216000
3359,14,7,8,-1,2,300000,30000,330000
3360,10,6,19,-1,1,207000,0,207000
3361,5,6,14,-1,2,264000,15000,279000
3362,19,13,11,-1,2,180000,0,180000
3363,20,18,14,-1,2,198000,0,198000
3364,10,9,20,11,2,384000,320000,704000
3365,8,5,7,-1,2,288000,45000,333000
3366,20,9,16,-1,1,144000,0,144000
3367,18,19,20,-1,2,195000,30000,225000
3368,12,16,5,-1,1,216000,0,216000
3369,16,9,17,-1,2,237000,15000,252000
3370,11,13,15,-1,2,231000,0,231000
3371,5,18,7,12,2,372000,180000,552000
3372,8,17,20,-1,2,252000,0,252000
3373,13,12,16,-1,2,243000,15000,258000
3374,12,5,7,-1,2,252000,0,252000
3375,6,7,20,-1,2,237000,15000,252000
3376,20,14,18,-1,2,162000,0,162000
3377,6,7,10,-1,2,324000,90000,414000
3378,14,13,5,11,2,336000,60000,396000
3379,8,17,20,-1,2,252000,0,252000
3380,15,18,5,-1,2,252000,0,252000
3381,6,7,17,-1,2,255000,15000,270000
3382,7,20,12,-1,1,180000,0,180000
3383,6,17,13,-1,1,216000,0,216000
3384,6,14,5,-1,2,264000,15000,279000
3385,14,16,10,12,2,336000,120000,456000
3386,20,7,10,-1,2,252000,0,252000
3387,19,9,8,-1,2,264000,15000,279000
3388,11,20,12,-1,2,210000,15000,225000
3389,7,13,16,-1,2,252000,0,252000
3390,11,9,17,-1,2,225000,0,225000
3391,5,14,9,-1,1,216000,0,216000
3392,20,14,5,13,2,348000,75000,423000
3393,17,13,7,-1,2,252000,15000,267000
3394,18,10,16,-1,2,234000,0,234000
3395,12,6,16,-1,1,216000,0,216000
3396,7,8,10,-1,2,288000,30000,318000
3397,9,10,9,-1,2,183000,15000,198000
3398,19,5,16,-1,2,180000,0,180000
3399,14,14,8,12,2,300000,30000,330000
3400,17,7,18,-1,2,246000,15000,261000
3401,15,12,11,-1,2,243000,15000,258000
3402,16,17,11,-1,2,219000,15000,234000
3403,17,15,20,-1,2,189000,0,189000
3404,13,20,8,-1,1,216000,0,216000
3405,20,8,5,-1,2,276000,30000,306000
3406,10,5,6,12,2,408000,315000,723000
3407,17,15,8,-1,2,252000,0,252000
3408,18,20,9,-1,2,216000,0,216000
3409,14,11,19,-1,2,216000,0,216000
3410,14,17,18,-1,2,231000,15000,246000
3411,16,6,14,-1,2,252000,0,252000
3412,13,11,18,-1,2,216000,0,216000
3413,7,6,15,12,2,396000,240000,636000
3414,11,19,18,-1,2,255000,15000,270000
3415,5,15,10,-1,2,252000,15000,267000
3416,10,20,13,-1,2,207000,0,207000
3417,13,14,6,-1,2,264000,15000,279000
3418,16,11,17,-1,2,210000,15000,225000
3419,19,7,20,-1,2,237000,15000,252000
3420,12,6,5,13,2,396000,300000,696000
3421,9,14,10,-1,2,300000,30000,330000
3422,9,6,10,-1,2,258000,15000,273000
3423,20,8,17,-1,2,189000,0,189000
3424,17,10,7,-1,2,252000,0,252000
3425,20,13,7,-1,1,198000,0,198000
3426,7,8,17,-1,2,264000,15000,279000
3427,13,10,7,11,2,360000,150000,510000
3428,6,9,14,-1,2,288000,15000,303000
3429,16,12,11,-1,2,201000,15000,216000
3430,5,17,10,-1,1,216000,0,216000
3431,15,10,20,-1,1,198000,0,198000
3432,9,5,13,-1,2,288000,30000,318000
3433,19,9,8,-1,2,228000,15000,243000
3434,17,9,5,11,2,348000,245000,593000
3435,7,16,17,-1,2,264000,15000,279000
3436,9,13,18,-1,1,198000,0,198000
3437,8,13,11,-1,2,288000,15000,303000
3438,11,5,7,-1,2,243000,0,243000
3439,6,16,20,-1,1,162000,0,162000
3440,8,20,7,-1,2,264000,15000,279000
3441,10,7,17,12,2,360000,105000,465000
3442,11,17,7,-1,2,252000,15000,267000
3443,20,9,15,-1,1,198000,0,198000
3444,16,18,12,-1,2,225000,0,225000
3445,17,10,18,-1,2,255000,15000,270000
3446,13,9,20,-1,1,198000,0,198000
3447,17,19,8,-1,2,252000,0,252000
3448,12,16,6,11,2,360000,150000,510000
3449,6,8,18,-1,2,252000,0,252000
3450,13,16,8,-1,2,243000,0,243000
3451,19,13,18,-1,2,201000,15000,216000
3452,20,8,16,-1,1,216000,0,216000
3453,6,8,15,-1,2,252000,0,252000
3454,8,20,19,-1,2,228000,15000,243000
3455,15,8,6,12,2,384000,225000,609000
3456,8,5,10,-1,2,312000,75000,387000
3457,9,19,5,-1,1,198000,0,198000
3458,18,12,10,-1,2,207000,0,207000
3459,18,5,14,-1,1,216000,0,216000
3460,20,12,8,-1,1,207000,0,207000
3461,5,6,15,-1,2,264000,15000,279000
3462,20,17,13,11,2,336000,30000,366000
3463,15,7,9,-1,2,300000,30000,330000
3464,8,13,14,-1,2,237000,15000,252000
3465,15,16,10,-1,2,219000,15000,234000
3466,16,12,18,-1,2,207000,0,207000
3467,6,12,11,-1,2,276000,30000,306000
3468,12,16,15,-1,2,213000,15000,228000
3469,12,20,16,11,2,372000,75000,447000
3470,10,6,19,-1,2,252000,15000,267000
3471,20,7,11,-1,1,216000,0,216000
3472,19,7,9,-1,2,252000,0,252000
3473,13,19,15,-1,2,180000,0,180000
3474,17,12,10,-1,2,252000,0,252000
3475,8,15,18,-1,2,243000,0,243000
3476,14,9,15,12,2,360000,165000,525000
3477,5,11,15,-1,2,264000,30000,294000
3478,16,18,10,-1,2,225000,0,225000
3479,11,19,13,-1,2,216000,0,216000
3480,11,5,15,-1,2,252000,15000,267000
3481,8,20,14,-1,1,189000,0,189000
3482,7,16,9,-1,2,252000,0,252000
3483,16,5,7,11,2,372000,155000,527000
3484,8,12,19,-1,1,216000,0,216000
3485,19,9,10,-1,2,255000,15000,270000
3486,14,20,13,-1,2,201000,15000,216000
3487,14,19,12,-1,2,234000,0,234000
3488,16,9,12,-1,2,252000,0,252000
3489,20,5,11,-1,1,216000,0,216000
3490,11,19,14,13,2,348000,105000,453000
3491,5,8,6,-1,2,336000,135000,471000
3492,17,9,11,-1,2,198000,0,198000
3493,10,12,18,-1,2,216000,0,216000
3494,5,9,6,-1,2,300000,30000,330000
3495,15,13,14,-1,2,180000,30000,210000
3496,7,16,8,-1,2,264000,15000,279000
3497,19,15,14,11,2,348000,30000,378000
3498,16,12,5,-1,2,252000,15000,267000
3499,5,12,18,-1,1,216000,0,216000
3500,6,9,5,-1,2,300000,30000,330000
3501,14,9,15,-1,2,192000,15000,207000
3502,20,8,18,-1,2,216000,0,216000
3503,20,17,19,-1,2,186000,15000,201000
3504,17,18,7,11,2,372000,270000,642000
3505,6,13,15,-1,2,252000,0,252000
3506,6,10,19,-1,1,198000,0,198000
3507,6,10,20,-1,1,216000,0,216000
3508,20,11,17,-1,2,207000,0,207000
3509,15,14,19,-1,2,219000,15000,234000
3510,14,17,12,-1,2,243000,0,243000
3511,15,6,17,12,2,360000,235000,595000
3512,18,7,19,-1,2,219000,15000,234000
3513,7,10,15,-1,2,252000,0,252000
3514,5,14,9,-1,1,216000,0,216000
3515,20,10,11,-1,2,219000,15000,234000
3516,14,8,10,-1,2,243000,0,243000
3517,11,10,7,-1,2,258000,15000,273000
3518,17,7,14,12,2,336000,45000,381000
3519,20,6,9,-1,2,252000,0,252000
3520,8,6,16,-1,2,252000,0,252000
3521,11,12,14,-1,2,225000,30000,255000
3522,18,7,17,-1,2,237000,15000,252000
3523,14,20,16,-1,2,180000,0,180000
3524,20,14,12,-1,2,243000,0,243000
3525,10,6,9,12,2,396000,350000,746000
3526,11,14,7,-1,2,276000,30000,306000
3527,6,7,17,-1,2,264000,15000,279000
3528,15,13,10,-1,2,222000,0,222000
3529,15,16,7,-1,2,255000,15000,270000
3530,15,17,11,-1,2,189000,0,189000
3531,20,13,19,-1,2,219000,15000,234000
3532,6,17,16,13,2,348000,195000,543000
3533,18,14,20,-1,2,189000,0,189000
3534,10,20,14,-1,1,216000,0,216000
3535,18,10,19,-1,2,264000,15000,279000
3536,10,13,17,-1,2,234000,0,234000
3537,12,9,12,-1,2,234000,0,234000
3538,9,12,9,-1,2,162000,0,162000
3539,9,11,12,11,2,291000,75000,366000
3540,13,10,16,-1,2,180000,0,180000
3541,18,19,9,-1,2,246000,15000,261000
3542,5,20,8,-1,2,252000,0,252000
3543,20,13,7,-1,1,198000,0,198000
3544,20,8,16,-1,1,207000,0,207000
3545,17,12,15,-1,2,240000,0,240000
3546,15,10,13,11,2,372000,195000,567000
3547,17,7,9,-1,2,264000,15000,279000
3548,16,5,13,-1,2,252000,0,252000
3549,16,8,11,-1,2,234000,0,234000
3550,17,13,14,-1,2,225000,15000,240000
3551,18,17,14,-1,2,222000,15000,237000
3552,6,9,7,-1,2,312000,60000,372000
3553,16,10,8,11,2,348000,75000,423000
3554,7,6,11,-1,2,300000,30000,330000
3555,20,5,13,-1,1,189000,0,189000
3556,12,9,11,-1,2,240000,15000,255000
3557,12,5,11,-1,2,255000,15000,270000
3558,5,19,20,-1,2,183000,15000,198000
3559,7,10,13,-1,2,288000,15000,303000
3560,9,16,7,12,2,348000,30000,378000
3561,10,18,15,-1,2,234000,0,234000
3562,13,18,12,-1,2,228000,15000,243000
3563,9,14,16,-1,2,252000,0,252000
3564,7,20,16,-1,1,198000,0,198000
3565,6,16,8,-1,2,252000,0,252000
3566,5,10,11,-1,2,264000,15000,279000
3567,6,17,8,12,2,336000,15000,351000
3568,17,19,5,-1,2,243000,0,243000
3569,17,17,13,-1,1,153000,0,153000
3570,5,7,10,-1,2,252000,0,252000
3571,5,14,7,-1,2,225000,0,225000
3572,7,13,5,-1,2,225000,0,225000
3573,15,5,13,-1,2,225000,0,225000
3574,12,15,7,11,2,336000,75000,411000
3575,9,18,16,-1,2,243000,0,243000
3576,19,11,14,-1,2,207000,0,207000
3577,13,18,16,-1,2,240000,0,240000
3578,18,20,13,-1,2,216000,0,216000
3579,7,17,6,-1,2,264000,15000,279000
3580,19,20,14,-1,2,201000,15000,216000
3581,8,9,18,12,2,396000,355000,751000
3582,7,6,16,-1,2,252000,0,252000
3583,14,18,9,-1,1,162000,0,162000
3584,18,14,11,-1,2,234000,0,234000
3585,10,8,5,-1,2,300000,30000,330000
3586,9,7,8,-1,2,252000,30000,282000
3587,19,11,10,-1,2,192000,15000,207000
3588,9,14,18,12,2,360000,150000,510000
3589,7,10,6,-1,2,324000,90000,414000
3590,10,7,17,-1,2,225000,0,225000
3591,9,14,15,-1,2,228000,15000,243000
3592,6,14,19,-1,1,216000,0,216000
3593,6,11,10,-1,2,264000,15000,279000
3594,9,12,16,-1,2,198000,0,198000
3595,17,14,19,13,2,348000,75000,423000
3596,9,18,20,-1,2,252000,0,252000
3597,17,11,14,-1,2,234000,0,234000
3598,6,10,20,-1,1,216000,0,216000
3599,12,20,14,-1,2,225000,0,225000
3600,18,12,13,-1,2,237000,15000,252000
3601,10,15,7,-1,2,252000,0,252000
3602,16,13,15,11,2,360000,75000,435000
3603,5,8,15,-1,2,300000,30000,330000
3604,8,18,11,-1,2,225000,0,225000
3605,11,14,7,-1,2,243000,0,243000
3606,18,11,15,-1,2,198000,0,198000
3607,7,13,14,-1,2,264000,15000,279000
3608,13,16,19,-1,2,189000,0,189000
3609,7,15,10,13,2,384000,305000,689000
3610,20,19,18,-1,2,204000,15000,219000
3611,11,13,5,-1,2,276000,30000,306000
3612,14,10,20,-1,1,171000,0,171000
3613,19,12,10,-1,2,252000,0,252000
3614,12,8,5,-1,2,288000,15000,303000
3615,8,19,7,-1,2,219000,15000,234000
3616,8,7,13,13,2,312000,15000,327000
3617,15,5,9,-1,1,216000,0,216000
3618,6,12,18,-1,1,207000,0,207000
3619,14,10,18,-1,1,180000,0,180000
3620,6,16,12,-1,2,252000,15000,267000
3621,9,17,19,-1,2,234000,0,234000
3622,6,14,10,-1,1,216000,0,216000
3623,15,13,9,11,2,360000,165000,525000
3624,16,7,15,-1,2,264000,15000,279000
3625,19,16,8,-1,2,243000,0,243000
3626,12,15,18,-1,2,198000,0,198000
3627,19,12,10,-1,2,252000,0,252000
3628,6,7,12,-1,2,264000,15000,279000
3629,8,12,20,-1,1,180000,0,180000
3630,17,5,7,12,2,384000,195000,579000
3631,16,18,12,-1,2,234000,0,234000
3632,12,6,17,-1,1,216000,0,216000
3633,18,6,8,-1,2,252000,0,252000
3634,19,12,11,-1,2,219000,15000,234000
3635,15,8,13,-1,2,252000,0,252000
3636,18,9,15,-1,2,216000,0,216000
3637,9,6,17,13,2,372000,170000,542000
3638,9,20,7,-1,2,252000,0,252000
3639,7,11,14,-1,2,264000,15000,279000
3640,17,12,9,-1,2,216000,0,216000
3641,7,12,16,-1,1,216000,0,216000
3642,13,19,10,-1,2,225000,0,225000
3643,17,14,6,-1,2,252000,0,252000
3644,6,5,9,11,2,396000,300000,696000
3645,6,18,11,-1,1,216000,0,216000
3646,16,10,14,-1,2,234000,0,234000
3647,12,9,7,-1,2,252000,0,252000
3648,14,5,7,-1,2,243000,0,243000
3649,19,13,12,-1,2,174000,15000,189000
3650,20,11,14,-1,2,234000,0,234000
3651,13,11,20,11,2,288000,15000,303000
3652,20,7,18,-1,2,252000,0,252000
3653,6,11,10,-1,2,276000,30000,306000
3654,15,7,13,-1,2,225000,0,225000
3655,17,19,15,-1,2,177000,0,177000
3656,20,6,10,-1,1,216000,0,216000
3657,12,9,11,-1,2,288000,30000,318000
3658,8,7,18,11,2,360000,90000,450000
3659,11,15,5,-1,2,252000,15000,267000
3660,18,7,18,-1,1,180000,0,180000
3661,10,15,11,-1,2,192000,15000,207000
3662,17,7,13,-1,1,216000,0,216000
3663,13,10,11,-1,2,261000,30000,291000
3664,12,5,18,-1,1,216000,0,216000
3665,12,5,16,11,2,348000,105000,453000
3666,17,19,6,-1,2,252000,0,252000
3667,11,17,9,-1,2,234000,0,234000
3668,10,13,6,-1,2,252000,0,252000
3669,20,9,18,-1,2,198000,0,198000
3670,17,20,19,-1,2,186000,15000,201000
3671,13,7,16,-1,2,276000,30000,306000
3672,6,10,9,11,2,384000,375000,759000
3673,10,12,6,-1,2,300000,45000,345000
3674,8,11,19,-1,2,216000,0,216000
3675,6,20,16,-1,1,198000,0,198000
3676,7,20,18,-1,2,234000,0,234000
3677,13,11,5,-1,2,252000,0,252000
3678,5,20,10,-1,1,207000,0,207000
3679,15,20,18,13,2,336000,15000,351000
3680,15,16,18,-1,2,252000,30000,282000
3681,19,18,17,-1,2,225000,30000,255000
3682,20,18,9,-1,2,252000,0,252000
3683,12,16,15,-1,2,249000,15000,264000
3684,6,15,11,-1,2,252000,15000,267000
3685,19,6,12,-1,1,207000,0,207000
3686,7,11,20,12,2,360000,105000,465000
3687,8,15,14,-1,2,276000,30000,306000
3688,7,14,17,-1,2,252000,0,252000
3689,17,9,16,-1,2,228000,15000,243000
3690,14,15,8,-1,2,246000,15000,261000
3691,19,10,13,-1,2,207000,0,207000
3692,19,7,9,-1,2,252000,0,252000
3693,17,16,12,11,2,348000,60000,408000
3694,13,10,16,-1,2,252000,0,252000
3695,20,12,18,-1,2,216000,0,216000
3696,17,14,18,-1,2,231000,15000,246000
3697,6,18,9,-1,2,252000,0,252000
