,TrainA,TrainB,TrainC,TrainHC,Crews,Crew Wages,Demurrage Fees,Total Cost
4234,17,18,13,-1,2,219000,15000,234000
4235,10,18,20,-1,2,252000,0,252000
4236,13,5,7,-1,2,252000,0,252000
4237,14,8,16,-1,2,216000,0,216000
4238,15,9,6,-1,2,243000,0,243000
4239,12,16,14,13,2,336000,150000,486000
4240,17,10,12,-1,2,252000,0,252000
4241,6,7,5,-1,2,312000,60000,372000
4242,7,16,15,-1,2,210000,15000,225000
4243,5,16,10,-1,1,207000,0,207000
4244,13,19,15,-1,2,180000,0,180000
4245,20,8,16,-1,1,216000,0,216000
4246,8,7,20,13,2,396000,220000,616000
4247,12,16,8,-1,2,264000,30000,294000
4248,20,12,10,-1,2,234000,0,234000
4249,15,5,9,-1,1,216000,0,216000
4250,16,6,9,-1,2,252000,0,252000
4251,9,16,15,-1,2,228000,15000,243000
4252,7,19,9,-1,2,243000,0,243000
4253,17,12,8,11,2,348000,105000,453000
4254,11,9,17,-1,2,252000,0,252000
4255,5,8,10,-1,2,288000,15000,303000
4256,10,11,17,-1,2,192000,15000,207000
4257,17,18,7,-1,2,246000,15000,261000
4258,20,8,9,-1,2,246000,15000,261000
4259,15,10,7,-1,2,234000,0,234000
4260,19,10,5,12,2,348000,230000,578000
4261,6,20,18,-1,2,252000,0,252000
4262,16,6,10,-1,1,216000,0,216000
4263,9,5,10,-1,2,276000,30000,306000
4264,11,13,8,-1,2,231000,0,231000
4265,19,14,11,-1,2,189000,0,189000
4266,14,19,6,-1,1,216000,0,216000
4267,20,19,9,12,2,336000,120000,456000
4268,17,20,5,-1,2,243000,0,243000
4269,9,10,17,-1,2,246000,15000,261000
4270,17,9,13,-1,1,189000,0,189000
4271,11,18,8,-1,2,252000,0,252000
4272,18,20,19,-1,2,177000,30000,207000
4273,7,18,11,-1,1,216000,0,216000
4274,15,19,13,11,2,360000,60000,420000
4275,11,17,12,-1,2,255000,15000,270000
4276,17,11,15,-1,2,225000,0,225000
4277,5,6,8,-1,2,312000,60000,372000
4278,16,13,20,-1,2,144000,0,144000
4279,8,14,10,-1,2,288000,15000,303000
4280,16,9,5,-1,1,216000,0,216000
4281,7,13,9,11,2,360000,135000,495000
4282,17,19,8,-1,2,252000,0,252000
4283,8,14,17,-1,2,234000,0,234000
4284,10,15,17,-1,2,216000,0,216000
4285,15,19,14,-1,2,201000,15000,216000
4286,19,10,6,-1,2,252000,15000,267000
4287,16,6,9,-1,2,252000,0,252000
4288,9,18,5,11,2,360000,285000,645000
4289,18,5,17,-1,2,264000,15000,279000
4290,17,7,14,-1,2,252000,0,252000
4291,13,8,14,-1,2,237000,15000,252000
4292,17,5,12,-1,1,216000,0,216000
4293,15,18,9,-1,2,216000,0,216000
4294,15,16,10,-1,2,237000,15000,252000
4295,9,13,14,12,2,360000,165000,525000
4296,18,12,9,-1,2,252000,0,252000
4297,13,16,14,-1,2,261000,30000,291000
4298,14,15,16,-1,2,234000,30000,264000
4299,18,12,20,-1,2,225000,0,225000
4300,13,6,17,-1,1,216000,0,216000
4301,11,19,15,-1,1,198000,0,198000
4302,18,16,17,11,2,348000,105000,453000
4303,14,18,11,-1,2,234000,0,234000
4304,16,5,9,-1,2,252000,15000,267000
4305,7,9,13,-1,2,243000,0,243000
4306,13,20,11,-1,2,189000,0,189000
4307,17,6,14,-1,2,252000,0,252000
4308,18,19,11,-1,2,219000,15000,234000
4309,6,5,19,11,2,396000,220000,616000
4310,15,5,18,-1,2,252000,0,252000
4311,16,8,20,-1,1,216000,0,216000
4312,12,9,19,-1,2,243000,0,243000
4313,17,16,11,-1,2,228000,15000,243000
4314,19,7,14,-1,1,216000,0,216000
4315,9,6,10,-1,2,288000,30000,318000
4316,7,12,16,13,2,336000,105000,441000
4317,9,12,13,-1,2,288000,30000,318000
4318,5,14,9,-1,1,216000,0,216000
4319,19,7,14,-1,1,198000,0,198000
4320,14,18,7,-1,1,216000,0,216000
4321,11,16,18,-1,2,216000,0,216000
4322,17,6,8,-1,2,252000,0,252000
4323,7,14,15,11,2,348000,90000,438000
4324,7,15,12,-1,2,264000,15000,279000
4325,14,17,17,-1,2,189000,0,189000
4326,18,12,16,-1,2,180000,0,180000
4327,14,9,16,-1,2,252000,0,252000
4328,20,10,7,-1,2,243000,0,243000
4329,8,13,6,-1,2,243000,0,243000
4330,12,15,20,11,2,312000,45000,357000
4331,13,6,19,-1,1,216000,0,216000
4332,9,6,19,-1,2,264000,15000,279000
4333,10,14,19,-1,1,198000,0,198000
4334,9,13,17,-1,2,252000,15000,267000
4335,19,13,17,-1,2,198000,0,198000
4336,20,9,18,-1,2,252000,0,252000
4337,11,6,18,12,2,360000,260000,620000
4338,11,16,19,-1,2,252000,0,252000
4339,7,19,13,-1,1,216000,0,216000
4340,5,18,15,-1,2,252000,0,252000
4341,7,13,5,-1,2,252000,0,252000
4342,18,10,12,-1,2,207000,0,207000
4343,5,14,13,-1,2,264000,15000,279000
4344,17,13,10,12,2,336000,105000,441000
4345,11,9,20,-1,2,252000,0,252000
4346,20,15,9,-1,1,198000,0,198000
4347,5,10,8,-1,2,300000,30000,330000
4348,5,20,14,-1,1,189000,0,189000
4349,15,18,6,-1,2,243000,0,243000
4350,9,5,16,-1,1,216000,0,216000
4351,8,11,6,12,2,372000,255000,627000
4352,6,17,18,-1,2,264000,15000,279000
4353,19,11,15,-1,1,171000,0,171000
4354,14,6,10,-1,2,288000,30000,318000
4355,15,6,17,-1,2,234000,0,234000
4356,12,11,19,-1,2,201000,15000,216000
4357,14,13,18,-1,2,219000,15000,234000
4358,11,12,5,13,2,360000,430000,790000
4359,20,10,18,-1,2,225000,0,225000
4360,10,8,5,-1,2,288000,15000,303000
4361,13,19,10,-1,2,180000,0,180000
4362,14,20,13,-1,2,219000,15000,234000
4363,17,10,15,-1,2,252000,0,252000
4364,14,6,18,-1,1,216000,0,216000
4365,10,11,15,11,2,324000,75000,399000
4366,19,7,14,-1,1,216000,0,216000
4367,8,14,17,-1,2,243000,0,243000
4368,9,17,7,-1,2,243000,0,243000
4369,11,5,12,-1,2,255000,15000,270000
4370,8,5,6,-1,2,261000,30000,291000
4371,12,10,17,-1,2,162000,0,162000
4372,15,13,6,12,2,360000,150000,510000
4373,12,18,15,-1,2,243000,0,243000
4374,15,10,7,-1,2,288000,15000,303000
4375,20,6,10,-1,1,207000,0,207000
4376,9,6,5,-1,2,300000,30000,330000
4377,13,6,7,-1,2,210000,15000,225000
4378,18,16,11,-1,2,180000,0,180000
4379,8,13,20,11,2,372000,135000,507000
4380,11,15,20,-1,1,216000,0,216000
4381,19,13,16,-1,2,243000,0,243000
4382,9,13,6,-1,2,312000,45000,357000
4383,9,19,8,-1,2,228000,15000,243000
4384,18,9,13,-1,1,180000,0,180000
4385,9,6,5,-1,2,312000,45000,357000
4386,20,9,7,12,2,300000,0,300000
4387,9,12,17,-1,2,252000,0,252000
4388,16,10,6,-1,2,252000,15000,267000
4389,17,18,20,-1,2,189000,30000,219000
4390,15,11,14,-1,2,288000,30000,318000
4391,18,7,16,-1,2,243000,0,243000
4392,8,15,14,-1,2,237000,15000,252000
4393,12,8,10,11,2,360000,150000,510000
4394,19,8,12,-1,1,216000,0,216000
4395,15,17,8,-1,2,252000,0,252000
4396,13,7,5,-1,2,252000,0,252000
4397,16,8,11,-1,2,207000,0,207000
4398,5,8,10,-1,2,288000,15000,303000
4399,15,10,18,-1,2,171000,0,171000
4400,20,13,15,12,2,360000,90000,450000
4401,19,11,12,-1,2,264000,15000,279000
4402,11,7,8,-1,2,300000,30000,330000
4403,18,6,10,-1,1,189000,0,189000
4404,14,12,15,-1,2,222000,15000,237000
4405,19,9,16,-1,2,234000,0,234000
4406,7,19,8,-1,2,264000,15000,279000
4407,12,14,13,11,2,348000,105000,453000
4408,14,12,18,-1,2,225000,0,225000
4409,20,5,18,-1,2,243000,0,243000
4410,13,17,7,-1,1,216000,0,216000
4411,14,17,13,-1,2,234000,15000,249000
4412,8,13,15,-1,2,252000,0,252000
4413,12,14,8,-1,2,225000,0,225000
4414,17,15,18,13,2,336000,45000,381000
4415,8,17,10,-1,2,252000,0,252000
4416,12,7,8,-1,2,300000,30000,330000
4417,5,9,13,-1,1,189000,0,189000
4418,17,15,8,-1,2,225000,0,225000
4419,7,13,18,-1,1,198000,0,198000
4420,17,6,16,-1,2,255000,15000,270000
4421,14,16,8,13,2,336000,90000,426000
4422,20,11,10,-1,2,264000,15000,279000
4423,20,8,17,-1,2,243000,0,243000
4424,15,10,11,-1,2,237000,15000,252000
4425,6,5,18,-1,2,264000,15000,279000
4426,10,20,9,-1,2,219000,15000,234000
4427,15,12,8,-1,2,234000,0,234000
4428,7,17,15,13,2,348000,105000,453000
4429,12,8,6,-1,2,312000,45000,357000
4430,14,8,17,-1,2,207000,0,207000
4431,11,13,20,-1,2,207000,0,207000
4432,17,8,12,-1,1,216000,0,216000
4433,8,6,5,-1,2,312000,60000,372000
4434,8,7,16,-1,2,210000,15000,225000
4435,6,6,20,12,2,264000,0,264000
4436,19,5,20,-1,2,237000,15000,252000
4437,5,8,18,-1,2,252000,0,252000
4438,13,17,9,-1,1,189000,0,189000
4439,10,12,19,-1,2,243000,0,243000
4440,14,8,12,-1,2,243000,0,243000
4441,6,13,14,-1,2,255000,15000,270000
4442,16,20,8,11,2,324000,75000,399000
4443,13,6,20,-1,1,216000,0,216000
4444,6,20,7,-1,2,276000,30000,306000
4445,13,5,20,-1,1,216000,0,216000
4446,6,8,7,-1,2,300000,45000,345000
4447,8,13,18,-1,1,153000,0,153000
4448,5,11,13,-1,2,264000,15000,279000
4449,6,20,12,13,2,336000,75000,411000
4450,9,15,14,-1,2,276000,30000,306000
4451,6,16,11,-1,1,216000,0,216000
4452,11,7,16,-1,1,216000,0,216000
4453,12,17,7,-1,1,216000,0,216000
4454,20,13,12,-1,2,219000,15000,234000
4455,17,12,14,-1,2,225000,0,225000
4456,6,5,13,11,2,408000,320000,728000
4457,5,16,13,-1,2,264000,15000,279000
4458,17,10,8,-1,2,243000,0,243000
4459,9,11,19,-1,2,216000,0,216000
4460,19,9,6,-1,2,252000,0,252000
4461,12,8,11,-1,2,240000,15000,255000
4462,5,14,16,-1,2,234000,0,234000
4463,5,16,9,11,2,336000,105000,441000
4464,15,12,13,-1,2,261000,30000,291000
4465,12,16,11,-1,2,228000,15000,243000
4466,19,7,10,-1,2,252000,0,252000
4467,18,9,15,-1,2,225000,0,225000
4468,5,15,11,-1,1,216000,0,216000
4469,17,11,16,-1,2,228000,15000,243000
4470,14,6,9,12,2,384000,265000,649000
4471,15,10,7,-1,2,288000,15000,303000
4472,12,20,8,-1,1,198000,0,198000
4473,16,20,6,-1,1,216000,0,216000
4474,13,9,11,-1,2,267000,0,267000
4475,10,7,11,-1,2,249000,15000,264000
4476,11,7,9,-1,2,240000,0,240000
4477,18,6,15,11,2,324000,30000,354000
4478,19,13,10,-1,2,252000,0,252000
4479,19,14,17,-1,2,222000,0,222000
4480,6,15,5,-1,2,276000,30000,306000
4481,16,20,15,-1,2,183000,15000,198000
4482,11,12,16,-1,2,300000,30000,330000
4483,12,5,18,-1,1,216000,0,216000
4484,12,17,18,13,2,348000,90000,438000
4485,19,18,17,-1,2,243000,30000,273000
4486,16,6,8,-1,2,264000,15000,279000
4487,11,18,19,-1,2,237000,15000,252000
4488,10,20,5,-1,1,216000,0,216000
4489,7,5,12,-1,2,288000,15000,303000
4490,12,7,14,-1,2,207000,0,207000
4491,20,7,10,11,2,348000,75000,423000
4492,17,8,7,-1,2,264000,15000,279000
4493,18,19,5,-1,2,237000,15000,252000
4494,20,9,10,-1,2,246000,15000,261000
4495,18,20,10,-1,2,216000,0,216000
4496,17,14,9,-1,2,234000,0,234000
4497,15,6,8,-1,2,252000,0,252000
4498,11,8,7,12,2,372000,230000,602000
4499,6,15,7,-1,2,264000,15000,279000
4500,14,12,13,-1,2,225000,30000,255000
4501,15,17,10,-1,2,225000,0,225000
4502,6,11,16,-1,1,216000,0,216000
4503,15,12,13,-1,2,243000,30000,273000
4504,18,9,19,-1,2,237000,15000,252000
4505,6,17,12,11,2,360000,120000,480000
4506,18,19,14,-1,2,237000,15000,252000
4507,5,20,12,-1,1,216000,0,216000
4508,11,9,20,-1,2,252000,0,252000
4509,19,14,5,-1,1,216000,0,216000
4510,5,15,16,-1,2,264000,15000,279000
4511,13,14,16,-1,2,216000,30000,246000
4512,14,6,19,12,2,360000,75000,435000
4513,7,11,5,-1,2,324000,60000,384000
4514,10,15,11,-1,2,201000,15000,216000
4515,19,20,18,-1,2,177000,30000,207000
4516,12,8,15,-1,2,252000,0,252000
4517,19,15,5,-1,1,189000,0,189000
4518,16,5,15,-1,2,264000,15000,279000
4519,10,16,5,11,2,348000,120000,468000
4520,9,16,6,-1,2,252000,0,252000
4521,14,6,15,-1,2,264000,15000,279000
4522,15,7,19,-1,1,198000,0,198000
4523,14,5,17,-1,2,252000,0,252000
4524,15,20,5,-1,1,198000,0,198000
4525,15,6,11,-1,1,216000,0,216000
4526,11,10,8,13,2,372000,270000,642000
4527,5,6,16,-1,2,276000,30000,306000
4528,9,20,13,-1,1,189000,0,189000
4529,12,5,19,-1,1,216000,0,216000
4530,9,12,13,-1,2,276000,15000,291000
4531,8,7,19,-1,2,246000,15000,261000
4532,12,13,17,-1,2,192000,15000,207000
4533,16,9,17,12,2,360000,165000,525000
4534,16,12,11,-1,2,243000,0,243000
4535,15,6,8,-1,2,243000,0,243000
4536,5,16,7,-1,2,234000,0,234000
4537,9,15,10,-1,2,201000,15000,216000
4538,8,11,18,-1,2,234000,0,234000
4539,10,9,6,-1,2,276000,15000,291000
4540,13,8,13,11,2,300000,75000,375000
4541,18,12,8,-1,1,180000,0,180000
4542,5,15,16,-1,2,264000,15000,279000
4543,11,14,15,-1,2,222000,15000,237000
4544,19,5,13,-1,1,216000,0,216000
4545,19,9,18,-1,2,237000,15000,252000
4546,18,10,8,-1,2,243000,0,243000
4547,15,16,18,13,2,336000,60000,396000
4548,9,14,7,-1,2,288000,15000,303000
4549,12,11,8,-1,2,249000,15000,264000
4550,8,5,20,-1,2,234000,0,234000
4551,14,13,10,-1,2,222000,15000,237000
4552,13,19,16,-1,2,189000,0,189000
4553,9,20,13,-1,1,216000,0,216000
4554,19,20,11,12,2,348000,150000,498000
4555,6,15,11,-1,2,252000,15000,267000
4556,9,10,13,-1,2,261000,15000,276000
4557,7,10,15,-1,2,225000,0,225000
4558,20,13,8,-1,1,189000,0,189000
4559,13,18,8,-1,1,216000,0,216000
4560,17,11,19,-1,2,225000,0,225000
4561,12,9,14,13,2,360000,180000,540000
4562,11,17,10,-1,2,243000,0,243000
4563,17,7,20,-1,2,207000,0,207000
4564,5,13,17,-1,1,216000,0,216000
4565,14,5,9,-1,2,252000,15000,267000
4566,18,15,14,-1,2,198000,15000,213000
4567,15,13,8,-1,2,252000,0,252000
4568,9,12,6,13,2,372000,280000,652000
4569,14,10,16,-1,2,264000,15000,279000
4570,18,19,12,-1,2,219000,15000,234000
4571,10,5,18,-1,1,216000,0,216000
4572,15,13,18,-1,2,216000,0,216000
4573,11,6,17,-1,2,252000,15000,267000
4574,15,12,9,-1,2,234000,0,234000
4575,14,9,12,13,2,360000,150000,510000
4576,5,18,19,-1,2,264000,15000,279000
4577,8,10,15,-1,2,252000,0,252000
4578,5,12,10,-1,2,252000,0,252000
4579,9,10,14,-1,2,210000,15000,225000
4580,19,14,18,-1,2,192000,15000,207000
4581,13,17,15,-1,2,258000,0,258000
4582,10,7,17,13,2,384000,210000,594000
4583,18,11,8,-1,2,252000,0,252000
4584,18,20,14,-1,2,207000,0,207000
4585,6,15,7,-1,2,276000,30000,306000
4586,11,14,10,-1,2,261000,15000,276000
4587,5,15,11,-1,1,216000,0,216000
4588,14,10,15,-1,2,219000,15000,234000
4589,6,9,10,13,2,384000,300000,684000
4590,9,20,14,-1,1,216000,0,216000
4591,10,18,20,-1,2,252000,0,252000
4592,10,6,9,-1,2,288000,30000,318000
4593,18,19,14,-1,2,156000,15000,171000
4594,8,13,17,-1,2,252000,15000,267000
4595,13,16,11,-1,2,225000,0,225000
4596,6,10,12,11,2,372000,360000,732000
4597,9,19,13,-1,2,252000,15000,267000
4598,6,18,16,-1,2,252000,0,252000
4599,8,7,5,-1,2,288000,30000,318000
4600,11,9,13,-1,2,195000,0,195000
4601,16,7,18,-1,2,216000,0,216000
4602,7,18,6,-1,2,255000,15000,270000
4603,8,15,11,12,2,348000,105000,453000
4604,20,15,8,-1,1,216000,0,216000
4605,15,14,18,-1,2,243000,15000,258000
4606,6,10,15,-1,2,252000,15000,267000
4607,14,12,19,-1,2,198000,0,198000
4608,15,10,18,-1,2,243000,0,243000
4609,14,6,13,-1,2,264000,15000,279000
4610,15,7,11,12,2,348000,135000,483000
4611,18,15,10,-1,2,252000,0,252000
4612,17,16,7,-1,2,264000,15000,279000
4613,18,12,16,-1,2,198000,0,198000
4614,5,13,17,-1,1,216000,0,216000
4615,10,15,18,-1,2,243000,0,243000
4616,10,16,5,-1,1,216000,0,216000
4617,18,5,11,13,2,348000,300000,648000
4618,19,6,18,-1,2,219000,15000,234000
4619,8,18,20,-1,2,225000,0,225000
4620,5,14,19,-1,1,216000,0,216000
4621,17,7,17,-1,1,198000,0,198000
4622,20,10,19,-1,2,174000,15000,189000
4623,16,15,17,-1,2,225000,30000,255000
4624,13,18,11,12,2,360000,210000,570000
4625,8,18,6,-1,2,252000,0,252000
4626,8,6,14,-1,2,234000,0,234000
4627,20,8,5,-1,2,225000,0,225000
4628,13,5,19,-1,1,207000,0,207000
4629,13,20,14,-1,2,192000,15000,207000
4630,14,10,18,-1,1,216000,0,216000
4631,6,9,19,11,2,396000,325000,721000
4632,8,17,16,-1,2,264000,15000,279000
4633,8,6,5,-1,2,312000,60000,372000
4634,10,18,6,-1,1,180000,0,180000
4635,10,7,14,-1,2,243000,0,243000
4636,9,16,17,-1,2,228000,15000,243000
4637,7,12,17,-1,1,207000,0,207000
4638,20,11,13,12,2,360000,120000,480000
4639,13,18,15,-1,2,243000,0,243000
4640,13,20,8,-1,1,216000,0,216000
4641,16,8,11,-1,2,252000,0,252000
4642,12,18,17,-1,2,228000,15000,243000
4643,6,16,15,-1,2,264000,15000,279000
4644,10,7,16,-1,2,243000,0,243000
4645,18,5,13,11,2,348000,60000,408000
4646,12,5,13,-1,2,276000,30000,306000
4647,11,10,20,-1,2,228000,15000,243000
4648,20,14,19,-1,2,201000,15000,216000
4649,11,12,20,-1,2,264000,15000,279000
4650,11,18,20,-1,2,225000,0,225000
4651,5,12,13,-1,2,264000,15000,279000
4652,8,20,7,11,2,360000,90000,450000
4653,10,6,5,-1,2,324000,60000,384000
4654,5,15,13,-1,2,225000,0,225000
4655,7,8,5,-1,2,249000,15000,264000
4656,7,5,20,-1,2,189000,0,189000
4657,9,17,7,-1,2,225000,0,225000
4658,11,8,16,-1,2,216000,0,216000
4659,16,13,11,12,2,360000,165000,525000
4660,18,5,20,-1,2,252000,0,252000
4661,8,6,7,-1,2,300000,45000,345000
4662,10,7,5,-1,2,225000,0,225000
4663,7,12,15,-1,2,207000,0,207000
4664,19,9,13,-1,1,180000,0,180000
4665,12,11,10,-1,2,279000,30000,309000
4666,18,8,17,12,2,336000,45000,381000
4667,11,8,5,-1,2,324000,90000,414000
4668,19,14,16,-1,2,162000,0,162000
4669,6,7,18,-1,2,276000,30000,306000
4670,12,13,11,-1,2,252000,30000,282000
4671,16,20,8,-1,1,198000,0,198000
4672,6,18,9,-1,2,252000,0,252000
4673,5,11,7,13,2,360000,280000,640000
4674,13,19,14,-1,2,237000,15000,252000
4675,8,9,15,-1,2,264000,15000,279000
4676,11,13,19,-1,2,216000,0,216000
4677,19,10,16,-1,2,234000,0,234000
4678,18,7,17,-1,2,255000,15000,270000
4679,17,13,8,-1,1,198000,0,198000
4680,17,16,9,13,2,348000,120000,468000
4681,7,10,19,-1,1,216000,0,216000
4682,15,19,20,-1,2,174000,15000,189000
4683,16,12,7,-1,2,264000,30000,294000
4684,11,18,12,-1,2,237000,15000,252000
4685,15,17,18,-1,2,213000,15000,228000
4686,5,8,12,-1,2,312000,45000,357000
4687,15,13,7,11,2,336000,60000,396000
4688,9,7,16,-1,2,252000,0,252000
4689,13,15,8,-1,2,234000,0,234000
4690,14,10,13,-1,2,231000,15000,246000
4691,5,14,12,-1,2,252000,0,252000
4692,19,12,20,-1,2,183000,15000,198000
4693,10,18,5,-1,1,216000,0,216000
4694,15,12,12,13,2,324000,105000,429000
4695,19,14,17,-1,2,231000,0,231000
4696,13,19,16,-1,2,225000,0,225000
4697,9,8,5,-1,2,312000,90000,402000
4698,5,20,18,-1,2,198000,0,198000
4699,9,5,10,-1,2,276000,30000,306000
4700,5,19,14,-1,1,189000,0,189000
4701,7,12,20,12,2,264000,0,264000
4702,18,9,6,-1,2,252000,0,252000
4703,6,13,5,-1,2,264000,15000,279000
4704,12,16,11,-1,2,210000,15000,225000
4705,17,11,8,-1,2,252000,0,252000
4706,18,20,6,-1,2,216000,0,216000
4707,7,8,12,-1,2,264000,15000,279000
4708,17,9,20,11,2,324000,60000,384000
4709,11,15,20,-1,1,216000,0,216000
4710,11,14,18,-1,2,252000,0,252000
4711,16,13,7,-1,2,264000,15000,279000
4712,6,8,12,-1,2,252000,0,252000
4713,20,15,5,-1,1,189000,0,189000
4714,5,11,7,-1,2,288000,15000,303000
4715,7,14,5,12,2,336000,30000,366000
4716,9,11,15,-1,2,234000,0,234000
4717,10,13,7,-1,2,243000,0,243000
4718,18,9,17,-1,2,228000,15000,243000
4719,13,12,5,-1,2,264000,15000,279000
4720,8,20,15,-1,1,171000,0,171000
4721,18,9,6,-1,2,252000,0,252000
4722,16,7,20,13,2,348000,45000,393000
4723,6,11,5,-1,2,324000,60000,384000
4724,20,19,10,-1,2,192000,15000,207000
4725,17,5,11,-1,1,216000,0,216000
4726,17,12,15,-1,2,240000,0,240000
4727,11,12,16,-1,2,237000,15000,252000
4728,8,9,15,-1,2,264000,15000,279000
4729,7,13,7,11,2,300000,30000,330000
4730,18,14,11,-1,2,207000,0,207000
4731,19,10,15,-1,1,207000,0,207000
4732,12,9,8,-1,2,300000,30000,330000
4733,17,15,18,-1,2,177000,15000,192000
4734,6,8,14,-1,2,288000,15000,303000
4735,15,18,20,-1,2,177000,0,177000
4736,17,20,8,13,2,348000,190000,538000
4737,10,20,11,-1,2,246000,15000,261000
4738,7,15,17,-1,2,252000,0,252000
4739,16,10,5,-1,1,207000,0,207000
4740,7,5,16,-1,2,252000,0,252000
4741,19,15,17,-1,2,159000,0,159000
4742,6,18,20,-1,2,252000,0,252000
4743,19,16,7,13,2,348000,45000,393000
4744,6,8,15,-1,2,300000,30000,330000
4745,19,10,12,-1,2,207000,0,207000
4746,10,16,20,-1,1,189000,0,189000
4747,11,7,12,-1,2,288000,45000,333000
4748,15,10,13,-1,2,231000,0,231000
4749,20,17,15,-1,2,171000,0,171000
4750,12,18,6,13,2,348000,355000,703000
4751,9,18,8,-1,2,264000,15000,279000
4752,13,20,14,-1,2,210000,15000,225000
4753,7,16,19,-1,2,252000,0,252000
4754,12,6,5,-1,2,300000,30000,330000
4755,13,10,13,-1,2,180000,0,180000
4756,14,11,19,-1,2,153000,0,153000
4757,6,13,10,11,2,372000,390000,762000
4758,15,5,20,-1,1,198000,0,198000
4759,5,14,18,-1,1,216000,0,216000
4760,10,15,8,-1,2,243000,0,243000
4761,11,16,18,-1,2,198000,0,198000
4762,9,12,16,-1,2,243000,0,243000
4763,9,6,18,-1,2,252000,0,252000
4764,17,7,9,11,2,360000,90000,450000
4765,18,19,12,-1,2,237000,15000,252000
4766,15,20,12,-1,2,225000,0,225000
4767,6,12,5,-1,2,312000,45000,357000
4768,13,10,19,-1,2,189000,0,189000
4769,8,16,14,-1,2,252000,0,252000
4770,19,18,10,-1,2,219000,15000,234000
4771,18,13,5,12,2,360000,120000,480000
4772,6,8,9,-1,2,312000,90000,402000
4773,20,14,13,-1,2,174000,15000,189000
4774,8,14,5,-1,2,300000,30000,330000
4775,8,10,12,-1,2,240000,0,240000
4776,17,6,16,-1,2,219000,15000,234000
4777,7,15,10,-1,2,234000,0,234000
4778,9,6,9,13,2,312000,125000,437000
4779,5,16,6,-1,2,264000,15000,279000
4780,14,19,15,-1,2,165000,15000,180000
4781,6,16,11,-1,2,264000,30000,294000
4782,7,19,12,-1,1,216000,0,216000
4783,16,14,8,-1,2,243000,0,243000
4784,8,12,5,-1,2,252000,0,252000
4785,10,12,13,12,2,300000,75000,375000
4786,18,16,10,-1,2,198000,0,198000
4787,11,9,18,-1,2,234000,0,234000
4788,20,7,13,-1,1,207000,0,207000
4789,14,7,19,-1,1,216000,0,216000
4790,17,6,20,-1,2,234000,0,234000
4791,17,15,11,-1,2,216000,0,216000
4792,19,9,14,13,2,348000,120000,468000
4793,18,17,6,-1,2,228000,15000,243000
4794,5,9,13,-1,2,252000,15000,267000
4795,16,5,11,-1,1,198000,0,198000
4796,13,19,17,-1,2,180000,0,180000
4797,5,16,13,-1,2,264000,15000,279000
4798,7,8,17,-1,2,264000,15000,279000
4799,16,13,14,12,2,336000,105000,441000
4800,9,14,10,-1,2,300000,30000,330000
4801,12,13,16,-1,2,216000,15000,231000
4802,5,6,11,-1,2,300000,30000,330000
4803,8,17,7,-1,2,210000,15000,225000
4804,18,8,15,-1,2,216000,0,216000
4805,5,14,19,-1,1,216000,0,216000
4806,20,7,17,13,2,348000,45000,393000
4807,20,9,6,-1,2,264000,15000,279000
4808,15,14,12,-1,2,240000,15000,255000
4809,9,13,8,-1,2,255000,15000,270000
4810,7,14,6,-1,2,255000,15000,270000
4811,12,6,15,-1,2,225000,0,225000
4812,5,6,20,-1,2,237000,15000,252000
4813,14,16,20,13,2,327000,60000,387000
4814,5,12,16,-1,2,264000,30000,294000
4815,14,8,7,-1,2,264000,15000,279000
4816,15,13,11,-1,2,213000,0,213000
4817,11,6,15,-1,1,216000,0,216000
4818,17,10,13,-1,2,216000,0,216000
4819,6,5,19,-1,2,264000,15000,279000
4820,8,16,5,13,2,360000,145000,505000
4821,16,15,8,-1,2,264000,15000,279000
4822,13,5,7,-1,2,252000,0,252000
4823,17,6,8,-1,2,234000,0,234000
4824,17,10,14,-1,2,189000,0,189000
4825,16,6,17,-1,2,264000,15000,279000
4826,12,11,8,-1,2,249000,15000,264000
4827,6,5,15,11,2,372000,145000,517000
4828,18,6,9,-1,2,252000,0,252000
4829,5,6,15,-1,2,264000,15000,279000
4830,18,7,16,-1,2,207000,0,207000
4831,6,12,20,-1,1,207000,0,207000
4832,5,9,20,-1,1,216000,0,216000
4833,14,18,15,-1,2,216000,15000,231000
4834,11,6,12,13,2,360000,400000,760000
4835,13,8,18,-1,1,216000,0,216000
4836,19,12,7,-1,1,207000,0,207000
4837,19,11,5,-1,1,216000,0,216000
4838,7,6,8,-1,2,300000,45000,345000
4839,6,15,7,-1,2,219000,15000,234000
4840,5,8,7,-1,2,258000,15000,273000
4841,15,11,7,13,2,312000,90000,402000
4842,7,17,15,-1,2,252000,0,252000
4843,11,18,19,-1,2,210000,15000,225000
4844,12,19,10,-1,2,234000,0,234000
4845,10,6,17,-1,1,216000,0,216000
4846,14,8,19,-1,1,207000,0,207000
4847,14,10,12,-1,2,258000,0,258000
4848,13,17,12,13,2,312000,60000,372000
4849,10,16,9,-1,2,237000,15000,252000
4850,10,14,5,-1,1,216000,0,216000
4851,8,16,14,-1,2,234000,0,234000
4852,15,19,13,-1,2,180000,0,180000
4853,6,7,12,-1,2,312000,45000,357000
4854,17,10,9,-1,2,210000,15000,225000
4855,8,16,11,13,2,360000,120000,480000
4856,12,6,11,-1,2,288000,45000,333000
